,0
0,0.0
1,1.3178008539349534e-05
2,0.0001186020768541458
3,0.00014495809393284486
4,0.0003689842391017869
5,0.00044805229033788416
6,0.0004612302988772337
7,0.0006589004269674767
8,0.0006984344525855253
9,0.0007511464867429234
10,0.000790680512360972
11,0.0008038585209003215
12,0.0008302145379790206
13,0.0008433925465183702
14,0.0008697485635970692
15,0.0009224605977544674
16,0.000988350640451215
17,0.001041062674608613
18,0.0010937747087660112
19,0.0012519108112382057
20,0.0013046228453956039
21,0.0014364029307890993
22,0.0014627589478677981
23,0.0015681830161825944
24,0.001607717041800643
25,0.0016472510674186917
26,0.0016736070844973908
27,0.0018053871698908862
28,0.0018317431869695853
29,0.001950345263823731
30,0.00197670128090243
31,0.0020162353065204786
32,0.002174371408992673
33,0.002200727426071372
34,0.0022270834431500713
35,0.0022929734858468187
36,0.0023325075114648676
37,0.0024906436139370616
38,0.00254335564809446
39,0.0027278477676453534
40,0.0027542037847240524
41,0.0028069158188814506
42,0.0028332718359601497
43,0.0028464498444994994
44,0.002938695904274946
45,0.0030309419640503926
46,0.0031231880238258396
47,0.003254968109219335
48,0.0033076801433767327
49,0.0033472141689947815
50,0.0036503083653998208
51,0.00367666438247852
52,0.0037161984080965682
53,0.003900690527647462
54,0.003940224553265511
55,0.004032470613040957
56,0.004085182647198355
57,0.004111538664277054
58,0.004164250698434452
59,0.00421696273259185
60,0.0042301407411312
61,0.0042696747667492485
62,0.004375098835064045
63,0.004401454852142744
64,0.004414632860682094
65,0.004440988877760793
66,0.004467344894839492
67,0.004493700911918191
68,0.004506878920457541
69,0.004533234937536239
70,0.004546412946075589
71,0.004572768963154288
72,0.004612302988772337
73,0.004651837014390385
74,0.004717727057087133
75,0.004744083074165832
76,0.00478361709978388
77,0.00480997311686258
78,0.0050208212534921725
79,0.005047177270570871
80,0.0051526013388856675
81,0.005178957355964367
82,0.005192135364503716
83,0.005218491381582415
84,0.005297559432818512
85,0.005323915449897212
86,0.005389805492593959
87,0.005442517526751357
88,0.0054688735438300565
89,0.005666543671920299
90,0.005811501765853144
91,0.0058510357914711925
92,0.005890569817089242
93,0.00594328185124664
94,0.005982815876864688
95,0.006009171893943387
96,0.006022349902482737
97,0.006061883928100785
98,0.006088239945179485
99,0.006114595962258183
100,0.006140951979336883
101,0.006193664013494281
102,0.006272732064730378
103,0.006338622107427126
104,0.006364978124505824
105,0.006615360286753465
106,0.006654894312371515
107,0.006668072320910864
108,0.0067339623636076115
109,0.006826208423383058
110,0.006971166517315904
111,0.007037056560012651
112,0.00706341257709135
113,0.007089768594170049
114,0.0071688366454061465
115,0.007392862790575088
116,0.007445574824732486
117,0.007485108850350535
118,0.007656422961362079
119,0.007669600969901429
120,0.007709134995519477
121,0.007722313004058827
122,0.007788203046755575
123,0.007814559063834273
124,0.007840915080912973
125,0.007854093089452322
126,0.007933161140688419
127,0.007972695166306467
128,0.008012229191924517
129,0.008051763217542566
130,0.008091297243160614
131,0.008117653260239313
132,0.008130831268778662
133,0.008157187285857362
134,0.00819672131147541
135,0.008302145379790207
136,0.008315323388329555
137,0.008341679405408255
138,0.008381213431026303
139,0.008407569448105003
140,0.0085129935164198
141,0.008539349533498497
142,0.008565705550577197
143,0.008605239576195245
144,0.008618417584734596
145,0.008697485635970692
